tBodyAccmaxX,tBodyAccCorXY,tGravityAccmeanX,tGravityAccmeanY,tGravityAccstdX,tGravityAccmaxX,tGravityAccmaxY,tGravityAccmaxZ,tGravityAccminX,tGravityAccminY,Activity
1,0.488798807128329,-0.965793784957128,0.986454744831549,0.0301453226188692,-0.906341623651677,1,-0.127430442671315,-1,0.976180341359536,STANDING
1,0.185710105646685,-0.971345720877087,0.987559116109311,0.0244767691767006,-0.933920121163978,1,-0.150489740998388,-1,0.978452310471888,STANDING
1,0.0528150405484108,-0.960100073922945,0.992924013360995,0.0352806224506998,-0.894803845809082,1,-0.00643914923606193,-1,0.987049372374591,STANDING
0.896165893326352,0.220836460217491,-0.988798185789892,0.994135588757008,0.00924761943123579,-0.973331978903421,1,-0.189180780989931,-1,0.989474330727552,STANDING
0.726770782834085,0.18621865155868,-0.966997309791424,0.986580770478334,0.0240372346476334,-0.923438222783501,1,-0.154993052203797,-1,0.975574491027181,STANDING
1,0.28974711928803,-0.992963096512901,0.997324171940267,0.00378836061661163,-0.986925320862079,1,-0.150261070157585,-1,0.993420083675154,STANDING
0.291517205244507,-0.250629836366084,-0.990304522214725,0.997143062052544,0.00740815464272444,-0.981239866339735,1,-0.1618752804113,-1,0.994142597448763,STANDING
0.875169906458647,0.322560991927699,-0.946484112485589,0.985108756371817,0.0479946546382738,-0.878988604498413,1,-0.0795611073942347,-1,0.971599635324409,STANDING
1,0.333702376601214,-0.962175182297403,0.992106061154148,0.0283020315650585,-0.920962030988457,1,-0.139104367459144,-1,0.984043096496743,STANDING
1,0.144560683503787,-0.951745833340072,0.985456696250021,0.0397476293634656,-0.891876912114311,1,-0.162892303298732,-1,0.971813905293065,STANDING
1,0.545378341804246,-0.987087292976645,0.996234789983427,0.00839165044086316,-0.972487676922541,1,-0.267927029501933,-1,0.992554638309754,STANDING
0.0191392641290362,0.261559277395485,-0.973241664077949,0.988427573181411,0.020982638680665,-0.926843227604416,1,-0.24018014220987,-1,0.977864825935123,STANDING
1,0.390972571523158,-0.970159082271907,0.993232850145765,0.0201669618930596,-0.942439932541133,1,-0.291548560534733,-1,0.9861580723827,STANDING
1,0.312652861006531,-0.948586983849281,0.977208900919603,0.0572131314970626,-0.827079856858045,1,-0.265858737613524,-1,0.967824212645167,STANDING
1,0.340796713919286,-0.982051814794981,0.997504405574182,0.0109730912789398,-0.965927396079555,1,-0.450309895744648,-1,0.994207667574446,STANDING
1,0.438101594332902,-0.960528439272,0.992934766029179,0.0422785500465356,-0.888879755865651,1,-0.340463666564979,-1,0.988287086395758,STANDING
1,0.304337530949303,-0.976373717575324,0.992998237297337,0.0264295814184559,-0.91104550354462,1,-0.357910662240856,-1,0.989577921002131,STANDING
1,-0.0624360916452083,-0.942925536286436,0.997381692419924,0.0232746372197159,-0.916055248367583,1,-0.38795623108703,-1,0.993412031046015,STANDING
1,0.075606363072954,-0.954858324090787,0.998026697742319,0.0291569135512037,-0.901765868509538,1,-0.468003483921854,-1,0.99608633765467,STANDING
1,0.615980283833792,-0.982355494202616,0.996126264517176,0.0107677228134805,-0.966393470449795,1,-0.160403060237961,-1,0.990492021100581,STANDING
1,0.286700640710368,-0.54634428813969,-0.972248502301435,0.00966239613298678,-0.533877943167045,-0.93561986807971,1,-0.574335506041713,-1,LAYING
0.10158198678607,0.232793005523342,-0.440875299242206,-0.984206498707326,0.00230874770518173,-0.435780469474453,-0.95263046137833,1,-0.447087070237988,-1,LAYING
0.344311120690487,0.169236553979496,-0.438363905928301,-0.982165344447599,0.00233369355747188,-0.4328706675183,-0.96142902039985,1,-0.442321899919392,-1,LAYING
-0.145785996052449,0.347580255605325,-0.43652930380217,-0.981177811546393,0.00193358727255517,-0.431275492997106,-0.959809969689647,1,-0.439456516825146,-1,LAYING
0.31333436322626,0.0513966658689727,-0.438891293809331,-0.983548395648719,0.00281176449905763,-0.43242016552267,-0.962572432706095,1,-0.444256014775523,-1,LAYING
-0.0170101704846688,0.250713905320633,-0.434172760211338,-0.982043505509427,0.00234251548461209,-0.427679621592748,-0.962215436350488,1,-0.440665410659631,-1,LAYING
-0.16345738689446,0.232572207261343,-0.432983412605942,-0.978736359996574,0.00153227261414943,-0.430110844211833,-0.95440848086379,1,-0.436425669944723,-1,LAYING
-0.215064452726419,0.130972656102334,-0.427605122525157,-0.971174082749409,0.00479762355967265,-0.419759329992326,-0.946531340958153,1,-0.435664845624975,-1,LAYING
0.0358845468428408,0.321195721168667,-0.397789878499894,-0.940503446837331,0.0096012074475248,-0.383120667212669,-0.888954910005484,1,-0.439829967503044,-1,LAYING
0.831399629636453,-0.199411165271077,-0.519399577853632,-0.978532370720961,0.0047104480856865,-0.506885311072135,-0.951251725832943,1,-0.524153998029873,-1,LAYING
1,-0.137210615602921,0.97156682625995,-0.961808851994272,0.0143438399391557,1,-0.929385164325538,0.984908819604651,0.952579769197379,-1,LAYING
1,0.269373595278112,0.983120613760023,-0.980131166881519,0.00606771352668053,1,-0.959963937297088,0.984914573355333,0.965505607415363,-1,LAYING
0.784505126313376,0.188101783872051,0.97929719021185,-0.974841563713143,0.0161496523947926,1,-0.946974759136223,0.97187013723036,0.947954651638911,-1,LAYING
1,0.122009774158909,0.969290476920896,-0.963624517206624,0.0136854546857748,1,-0.928429755395581,0.937247744676295,0.946946399203657,-1,LAYING
1,0.240187638121233,0.862685087799453,-0.968305183313587,0.0660051314804982,1,-0.916621185362927,0.836957515266437,0.809806998046679,-1,LAYING
-0.300531463416177,-0.148243859825402,0.0827009767193137,0.0161529097886492,0.242134120547246,0.438968080093579,0.777174831717315,1,-0.373164408067803,-0.834577375649525,LAYING
1,-0.512843558892191,-0.984723466446221,-0.895704759758947,0.00930076627390683,-0.973054758885837,-0.886690268075002,1,-1,-0.940988248162482,LAYING
1,-0.115157349421733,-0.986607314864049,-0.876428508078556,0.00728757440507886,-0.969322996648413,-0.827339968591616,1,-1,-0.942314016918517,LAYING
0.94045500721411,-0.00342659439391489,-0.966330296013041,-0.95874683555142,0.0240058068380044,-0.933654293662298,-0.918851024334953,1,-1,-0.992609551496294,LAYING
0.989760926435452,0.451649601838848,-0.905394108452106,-0.919012032740983,0.0513241415925233,-0.857896625713665,-0.878872416026542,1,-1,-0.980836219406936,LAYING
0.660340261246795,0.110140132406752,-0.875672624299881,-0.980684175433082,0.0406970191457355,-0.809005970345662,-0.971052781965112,1,-0.94008043510367,-1,LAYING
0.589819258274938,-0.209492248344995,-0.911104989763616,-0.961131256722561,0.0136681615424136,-0.889601391616653,-0.940054146484533,1,-0.932853205385525,-1,LAYING
1,-0.0298800794531107,-0.932613181380772,-0.920313799362174,0.0346358106334455,-0.882554412844432,-0.857265831251984,1,-0.999972262817497,-1,LAYING
1,0.362448330321368,-0.986998380221079,-0.682847716047408,0.008099892880254,-0.975151633996582,-0.672746129743041,1,-1,-0.691382914053704,LAYING
0.599617494977938,-0.235068412580431,-0.971043971411674,-0.677256678639468,0.0189208124245528,-0.942362320400539,-0.651028460889884,1,-1,-0.699551776822972,LAYING
1,-0.361457001842348,-0.975609802351012,-0.679214490666554,0.00905224689782599,-0.962759279332606,-0.667080507458173,1,-1,-0.68882810434017,LAYING
1,-0.0120562719025166,-0.984415312910045,-0.721893016771111,0.00986587143530918,-0.969529244385202,-0.715293967909933,1,-1,-0.729614392260111,LAYING
0.602992203733252,-0.412896104781145,-0.958070996514895,-0.680472469514927,0.0245699313339761,-0.924571312672284,-0.664019287152404,1,-1,-0.697067548535722,LAYING
0.775004490128046,0.0551058519614958,-0.974590736992128,-0.679155489301247,0.0138400259290933,-0.94958995581755,-0.666238819984079,1,-1,-0.695555670947835,LAYING
0.974253948536297,0.236704301186507,-0.984821984925296,-0.669141137006438,0.00917962934676984,-0.966891277206478,-0.653129499086907,1,-1,-0.684097984078649,LAYING
1,0.184045958447306,-0.948018645729572,-0.66513555898468,0.0308211997270909,-0.901097939420945,-0.647524391251907,1,-1,-0.677990077224219,LAYING
1,0.065861871068641,-0.990036349925094,0.966212037638044,0.00549629513288367,-0.979613188948116,1,-0.448461133997692,-1,0.91282516405042,SITTING
1,0.332765016699919,-0.856100238976758,0.895859731792805,0.0424318235778224,-0.811208847220955,1,-0.211605045038575,-1,0.799254036913627,SITTING
1,0.218983572768491,-0.997700488064921,0.946703979261722,0.00104158057431286,-0.995515352843402,1,0.000336297216702919,-1,0.922738884229834,SITTING
1,0.22013792562765,-0.980419356851089,0.950657687485927,0.0195667574900023,-0.933190024270941,1,-0.464011105418146,-1,0.891853012770167,SITTING
1,-0.136700949191363,-0.945740138288085,0.926650559824142,0.0174835741815328,-0.92389991253651,1,-0.196858279458412,-1,0.865656764033551,SITTING
1,-0.136700949191363,-0.945740138288085,0.926650559824142,0.0174835741815328,-0.92389991253651,1,-0.196858279458412,-1,0.865656764033551,SITTING
0.716453760309879,0.0847624047953089,-0.969592407767015,0.917022806457715,0.0115418828949724,-0.946844352950399,1,-0.45089103309123,-1,0.861329443321598,SITTING
1,-0.251969258422498,-0.926054703300026,0.842344009271202,0.0326654811268676,-0.88177908930177,1,-0.242160827008066,-1,0.753080576758644,SITTING
0.805254736014715,-0.0591898203919966,-0.990298629378792,0.94123230491092,0.00408951585087767,-0.975664524007322,1,-0.358601679876128,-1,0.917259239797371,SITTING
0.891529602308664,-0.0766589054774483,-0.877017682052885,0.905277524266802,0.0684057410324867,-0.751784008424381,1,-0.164120627940034,-1,0.839845768436135,SITTING
0.764463496554459,0.806387084440855,-0.908785371546582,0.967362515431505,0.0572796912715712,-0.825289463797713,1,-0.406061019907851,-1,0.938181045533031,SITTING
1,0.135276935044809,-0.970104666533652,0.894869290714691,0.014326403640073,-0.940253814767253,1,0.155051621224003,-1,0.86877379648464,SITTING
0.463085979718663,0.258219209239666,-0.986852659832874,0.986014244753047,0.00467563043337643,-0.976422039574744,1,-0.621248383291675,-1,0.971218293236438,SITTING
1,0.336752362070691,-0.988281490846574,0.972904502449324,0.00505359706004317,-0.975780033693491,1,-0.417123954028003,-1,0.947139828630221,SITTING
0.529887398080713,0.126716436752325,-0.979540139269637,0.959330951717625,0.0120749941148441,-0.965656727035732,1,-0.410407515508718,-1,0.931993628012365,SITTING
0.473169553024594,0.0487174216015993,-0.995645218741361,0.931861627975444,0.00195415555027711,-0.991852623531926,1,-0.423533693934036,-1,0.909329363389443,SITTING
0.968289823632728,-0.160017181350131,-0.966118336123549,0.94648198381527,0.0131200428064067,-0.947226563915288,1,-0.34119315055383,-1,0.902935912541166,SITTING
1,0.458797476641938,-0.966367532921678,0.960563904996394,0.0127250487995854,-0.952443980066887,1,-0.408282486258074,-1,0.922012812353796,SITTING
1,0.21581224874964,-0.94898442852019,0.912305383120701,0.0360735786231162,-0.912365551121571,1,-0.393782765680604,-1,0.849885481435956,SITTING
1,0.320101520790964,-0.984983853657683,0.956212479449516,0.00472002588719548,-0.977306394224257,1,-0.443645993914373,-1,0.925732021186744,SITTING
0.787350146993965,0.0679317427232005,-0.978239368172321,0.94797956864619,0.00758902846684653,-0.966393924823408,1,-0.414439392448227,-1,0.909639219016004,SITTING
0.580238387017198,-0.0206307979076089,-0.877405860435522,0.862705959920364,0.0361925304189728,-0.83506685285591,1,-0.19957819033441,-1,0.752916919062566,SITTING
0.204388661202186,-0.161695480934461,-0.896256255791816,0.966810620556286,0.0547656258162862,-0.814383860244484,1,-0.113678838405743,-1,0.868312097365632,DOWNSTAIRS
0.199264492402981,-0.0845441246366101,-0.952096076277639,0.976022451652255,0.035131495660858,-0.871133235956243,1,-0.307693006427667,-1,0.889360446527829,DOWNSTAIRS
0.423150441933467,-0.10179024963753,-0.900964415388061,0.98427861699847,0.0433865835951786,-0.826694347218629,1,-0.382751714338082,-1,0.931259601147251,DOWNSTAIRS
0.311933200074835,-0.10581653681314,-0.931646246117782,0.977881022294617,0.0300146944556813,-0.87706708838774,1,-0.283007139396488,-1,0.923322333238873,DOWNSTAIRS
0.247456472658869,-0.0553496829908202,-0.836149201443308,0.982006920745694,0.0825820295153848,-0.740793574814008,1,-0.306321803977921,-1,0.928460357502892,DOWNSTAIRS
0.263416507199513,-0.27916430159662,-0.898917842051021,0.985533571900281,0.0524486773939909,-0.785007673450225,1,-0.464784373515859,-1,0.959494390500959,DOWNSTAIRS
0.413936381210615,-0.216508705472752,-0.931406249821597,0.988021498829678,0.0304568678071919,-0.870916855751964,1,-0.631662532047623,-1,0.959165879532079,DOWNSTAIRS
0.338095947693963,-0.512402543672852,-0.935953185196526,0.984671159803799,0.035170474071368,-0.870671417436811,1,-0.407656942434028,-1,0.959692498979327,DOWNSTAIRS
0.3393930699257,-0.124404012129233,-0.872408541568617,0.991312875647523,0.0762809370568275,-0.708948253915814,1,-0.525173256029208,-1,0.968727801646267,DOWNSTAIRS
0.138732332613219,-0.229190776788643,-0.886607329496928,0.98903647493904,0.0524843575789662,-0.797612052236512,1,-0.441157619781566,-1,0.959796522256847,DOWNSTAIRS
0.353459417387063,-0.0459799994244382,-0.894022241959043,0.983374056223709,0.0513580587155028,-0.825794624064272,1,-0.396183685473827,-1,0.959641960335048,DOWNSTAIRS
0.282277178928869,-0.279774752367391,-0.837359639972834,0.988485338964661,0.0637806124513502,-0.746465610888977,1,-0.448680893501888,-1,0.963118576454618,DOWNSTAIRS
0.404057987557788,-0.105908945834055,-0.936997817318081,0.976391495160834,0.0367190181392941,-0.879538284797316,1,-0.251080453691716,-1,0.915881033570999,DOWNSTAIRS
0.285664894094326,0.0997686330926637,-0.807732227285224,0.965510838981571,0.0684734752672446,-0.714750304887583,1,-0.371566757351178,-0.930537757069744,0.889886071067471,DOWNSTAIRS
0.472735817795362,0.192272022680659,-0.791608673546655,0.971402452448584,0.0339915351357024,-0.726942010041588,1,-0.397975860456298,-0.871944787211656,0.903422021765217,DOWNSTAIRS
0.326800094260663,0.0759282368393261,-0.813024253517815,0.974401680674133,0.0718090812689708,-0.711203289293572,1,-0.447289171897022,-0.935512002271276,0.931375034221226,DOWNSTAIRS
0.347467502005115,0.201724916671014,-0.862053017147713,0.981442885077728,0.0301766513141714,-0.822517434732801,1,-0.481761400405973,-0.936370761902848,0.94071185963784,DOWNSTAIRS
0.19031718304777,0.0962929291826189,-0.871090796638097,0.982375815225294,0.0745824670168998,-0.756131609050546,1,-0.433410240998895,-1,0.940108963297594,DOWNSTAIRS
0.301127204305306,-0.062448399585574,-0.853380445663427,0.978111920666651,0.0651559210610295,-0.758364207663087,1,-0.316006228016696,-1,0.919823664587535,DOWNSTAIRS
0.540735915242398,-0.228307770175279,-0.932579855281661,0.9867877051552,0.0328554240890586,-0.852884171976498,1,-0.603595390301014,-1,0.967962929124954,DOWNSTAIRS
0.485799235268532,-0.165634291178438,-0.853967501820163,0.984184643519745,0.0518453476530909,-0.744868627873572,1,-0.508041298466892,-1,0.96076582459752,DOWNSTAIRS
0.426105265828244,-0.120591167106352,-0.865271508485613,0.986321181357826,0.0458602020076479,-0.767526582707849,1,-0.733602415924944,-0.923534228774908,0.960534278831085,DOWNSTAIRS
0.12804144567773,-0.335226618029153,-0.92468061085788,0.988906561743487,0.0367270536833205,-0.860897928978409,1,-0.39267041563575,-1,0.944574291176108,DOWNSTAIRS
0.28068948793735,-0.235046394863557,-0.858639045602926,0.981942477387348,0.0463643416116485,-0.749912831383481,1,-0.339162248259938,-1,0.956419306454768,UPSTAIRS
0.370067780324725,-0.0385739387814578,-0.8635947901071,0.985537529926093,0.0868008446577179,-0.646296638231273,1,-0.651193618939483,-1,0.963497445772388,UPSTAIRS
0.436680866172432,-0.217090379361981,-0.916565224292702,0.98278986626987,0.0696615730135656,-0.77859903602919,1,-0.53398363539834,-1,0.949011565567712,UPSTAIRS
0.436649832753984,-0.0828430514136599,-0.869914315414348,0.977772700821174,0.0491577532254328,-0.775219976125523,1,-0.513797742564663,-1,0.940792878620768,UPSTAIRS
0.380826956717121,-0.0233671133901717,-0.892169501112471,0.983200717568563,0.0459581793540283,-0.805588049843244,1,-0.527293605201311,-1,0.943195476556768,UPSTAIRS
0.507693772199068,-0.200068657881573,-0.922430703394767,0.987315141229244,0.0526401615714445,-0.759086822174355,1,-0.502132324234384,-1,0.953069368819338,UPSTAIRS
0.327751196172249,0.0212885540495982,-0.894600043313966,0.98399059830355,0.0685054371036057,-0.80175456390312,1,-0.389089068153722,-1,0.942453330648312,UPSTAIRS
0.049110598537863,0.0619082551137752,-0.905011970177012,0.989592492979799,0.0399544139326339,-0.840610822625383,1,-0.600321503131524,-1,0.971987807149088,UPSTAIRS
0.382071086675859,-0.110267515996286,-0.917712512713047,0.983839163054943,0.047524299140169,-0.836191691705,1,-0.372774282751469,-1,0.944109122816347,UPSTAIRS
0.574922849545065,-0.156978699806035,-0.934906456321631,0.98463135709946,0.0449963119043425,-0.837715620884321,1,-0.542925979804157,-1,0.964711341866944,UPSTAIRS
0.308921607089286,-0.394344010541889,-0.917270167299911,0.98496630169865,0.0595333161655121,-0.737394342916111,1,-0.435294987171788,-1,0.964764903083646,UPSTAIRS
0.513837645089692,-0.291483034374964,-0.92946868785385,0.99138362018982,0.0305850789878399,-0.8653827617764,1,-0.587208261118389,-1,0.979554719791979,UPSTAIRS
0.34336310133149,-0.0731924594341405,-0.927333658880687,0.985822019386131,0.0364775662723221,-0.816979208526412,1,-0.501331364969309,-1,0.969676768325658,UPSTAIRS
0.407931595092025,-0.297822642138846,-0.92463623833896,0.973555498798957,0.032090398811974,-0.84116940758317,1,-0.321518196287508,-1,0.946431535674879,UPSTAIRS
0.658478641334489,-0.0983666149456117,-0.914040146437565,0.967187682741177,0.0366944116040689,-0.820127658693934,1,-0.52634709888371,-0.974463989654144,0.886488569652223,UPSTAIRS
0.770748724362996,0.158000110492725,-0.90453490561254,0.977111214566569,0.0537346855233764,-0.76593361122435,1,-0.623976728109486,-1,0.930128968554278,UPSTAIRS
0.327853117545877,0.121263608511098,-0.895300878789696,0.977467098864115,0.0662380523129638,-0.748566614401722,1,-0.687557042896258,-0.990826332171023,0.918115653740844,UPSTAIRS
0.243795525915375,0.0440483846782885,-0.923157576553001,0.968616518722715,0.0604717017924488,-0.738615330110578,1,-0.582416072657321,-1,0.910669687840666,UPSTAIRS
0.340051749726329,-0.391688861536029,-0.918123901367744,0.982620059153693,0.0326134821840257,-0.840687299031707,1,-0.360205050313271,-1,0.942073096639453,UPSTAIRS
0.375477442616038,-0.186259209539769,-0.876075519373727,0.98133750501842,0.0395065105060213,-0.787035287696538,1,-0.643512395826773,-1,0.966580599114134,UPSTAIRS
0.346805817731084,-0.245590784744024,-0.916368862350163,0.982649598648712,0.036717793701868,-0.828395687313217,1,-0.582508035286984,-1,0.957656828693508,UPSTAIRS
0.151825865642171,-0.173585719329303,-0.919929379980155,0.984600723928092,0.0340142664027001,-0.841469292187918,1,-0.618635301514626,-0.994641393094899,0.953748077599773,UPSTAIRS
0.424836282095987,-0.0359424348160992,-0.867304292078804,0.992129726203234,0.0652629719772706,-0.768244861421515,1,-0.490059359274205,-1,0.961446742172361,UPSTAIRS
0.242212637671031,0.125549491439415,-0.900505616346581,0.988312383492608,0.052107934959346,-0.819024906615411,1,-0.519405269333507,-1,0.962042173088618,UPSTAIRS
0.147248626493416,0.0658746033700913,-0.824730259016694,0.988710294952161,0.0581516766702307,-0.723431267139513,1,-0.592111148603874,-0.946707488785616,0.968660879971532,UPSTAIRS
0.0543781274841351,-0.00651582535766983,-0.868745116186291,0.984302756284841,0.0766241097560597,-0.765752656985833,1,-0.487499139736317,-1,0.948620137052294,UPSTAIRS
0.284822226717214,0.153336108318032,-0.860783464791524,0.980743957893139,0.0615529424737056,-0.74782867475343,1,-0.563330207843728,-1,0.945653099570732,UPSTAIRS
1,-0.114057723890188,0.875999157241081,-0.957382440367792,0.0719056794521016,1,-0.910051224660583,0.994583965631025,0.74137137498266,-1,WALKING
0.974439618304977,-0.00143995383489982,0.796047838628551,-0.978333178853708,0.105107537648076,1,-0.943284035202269,0.891092964494766,0.658517598264676,-1,WALKING
1,-0.229142439894624,0.789546906109741,-0.977895846589023,0.0756026724459022,0.940842719654287,-0.933619026986376,1,0.629302310080683,-1,WALKING
1,0.0645210328438163,0.602629006924262,-0.981036647235705,0.0733200593327892,0.704505826706822,-0.93353049867989,1,0.471634381263514,-1,WALKING
0.736250853634671,-0.0713302055554658,0.774152953322136,-0.974431708550347,0.0801444565490727,0.909737108490179,-0.92792288118155,1,0.639661191703595,-1,WALKING
1,-0.187437490792007,0.517540286215705,-0.977881948108706,0.0980545728130451,0.718475895054691,-0.938886796862403,1,0.329714015738072,-1,WALKING
1,-0.27736008388415,0.637516370684674,-0.971658109082939,0.117929158009286,0.854834198611282,-0.929287500827432,1,0.371096410347362,-1,WALKING
0.755600764133419,0.346492614263728,0.633839731387386,-0.979746909233672,0.0590391924221106,0.743925175094489,-0.946860070768075,1,0.534226826435599,-1,WALKING
0.868441902554089,-0.185368606784699,0.50243840643047,-0.982757066789736,0.0648174638098104,0.606398244804175,-0.955831863051724,1,0.389849789243607,-1,WALKING
0.879725554799199,-0.0983963921125707,0.844662154984257,-0.987080762046009,0.0651651029633728,1,-0.961187659570731,0.535768706098586,0.710164678713925,-1,WALKING
1,-0.191684565336821,0.845472536065949,-0.98636955526766,0.0687856784386029,1,-0.972309174648229,0.649467955715729,0.704665771139767,-1,WALKING
0.799637433708654,-0.158897462391609,0.828046124991313,-0.988409426753137,0.0778821118022677,1,-0.971229681191544,0.838679238646622,0.660637758460948,-1,WALKING
1,0.0179642926282792,0.880322325590744,-0.994769690192136,0.0588630992231311,1,-0.983674912850701,0.90377170819577,0.777042974549391,-1,WALKING
0.698189693171401,0.20693989180449,0.933329767157499,-0.986464899631522,0.0441864786194187,1,-0.957907121493625,0.850668560659877,0.851156706815748,-1,WALKING
0.882883815754068,-0.18420927870447,0.90039115545629,-0.982574927231081,0.0480834827585023,1,-0.946155166095246,0.797393325801612,0.795361936745181,-1,WALKING
0.955452423069603,-0.425628110944632,0.876362934911525,-0.989703739705765,0.0490848728722445,1,-0.973926903589613,0.667520992454246,0.788827110694511,-1,WALKING
1,-0.228371702902526,0.860616077569499,-0.990774047169093,0.069438118057274,0.996160109656563,-0.962340761785296,1,0.734237026206148,-1,WALKING
1,-0.341343963183099,0.871306130235683,-0.992244770265664,0.05383985003198,1,-0.977647370093744,0.8242150092242,0.775928244726959,-1,WALKING
1,-0.0806853289611504,0.852221535481578,-0.995573102497046,0.0436626710343029,0.958469519993432,-0.986247155575846,1,0.744042763217605,-1,WALKING

